Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,0.273972602739732,0.728597449908918,0.27124773960216,0,0.180342651036966
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belarus,BLR,7.74078121556398,5.54371146099548,1.73139122338632,1.07360080128041,1.58780161918546
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belgium,BEL,2.6948255377054,1.7968378886938,0.151259665907872,0.0165548679284626,1.34836095620594
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belize,BLZ,3.32387112431655,2.10395080383485,3.82474878288322,1.52567527319015,3.58331482421448
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,2.11685012701102,2.96275035081007,4.64302307573176,6.87899597442576,6.54148665115765
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,-2.09411353414293,-3.33949441020565,-4.8345401709793,-2.51115443098975,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,11.7308543603364,7.89091389329108,5.07170981496216,2.14249655359879,5.45881731232578
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,4.12672256468305,5.20409271802829,5.12227466098376,6.79601170559745,5.460569751994
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,0.767254045290301,0.908247973723547,-0.933187605715062,2.39419189552366,1.08187593166609
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,8.56363174773267,6.04831636706808,4.83154279471525,9.32220151646139,4.42104075942358
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,7.52879737670584,3.91025535209002,1.91545861810047,3.01514051431029,0.103371355621704
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,2.59896591145289,3.42981847698816,0.948354661791612,-1.75196054652761,-2.33999999999999
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,0.054557983103237,1.57999999105449,0.240000070450861,1.27999992588424,1.55022874944454
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,8.44632518323239,6.52176944827904,6.45267475358607,3.6493050844558,3.99604471922063
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,3.78590254312172,4.19162568095399,4.01936552951105,4.59405421822632,4.66091818447367
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,5.96307857538696,7.0695699458918,7.2613227425049,7.48000365272792,7.07152535164744
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,3.26864887397058,4.14059184658242,4.58873870051141,5.56168812850224,5.92696495921939
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,3.37425422427813,2.96010247438441,1.92286357507182,2.00350823345686,2.43930610758747
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,1.4669127093504,3.96878381178203,1.08191831071156,1.04524402260387,2.79984680285727
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,3.04665685156192,3.30073970667341,4.1127562147026,-36.0470788488193,1.01032912916968
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,13.5501008595489,0.0828697984381961,8.88257607170316,5.70000136285864,7.30000071305781
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,5.75370890317419,5.83964058455817,5.45713061747384,4.22619062451575,1.89404902379226
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,10.6317082336546,9.4845062015219,7.75029759317401,7.68380996955,7.26846092873832
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,3.97180070473753,6.58951151557115,4.0439438063715,4.93628950050969,4.55250099165391
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,2.19999998173274,2.60000008817858,2.99999997193268,3.4999999938923,2.06163946899514
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",ZAR,7.07888942408586,6.86463002728854,7.15785962795061,8.5035033168972,9.04659616061964
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,8.75165579918745,3.42062126985299,3.79999585362292,3.4407052491938,6.77994095325852
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,4.95432052677604,4.517746473806,5.16758277847948,3.43727397080984,3.50235223124649
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,2.01763859205302,-4.38725478860674,10.7065041030208,9.21857872285756,8.54646785215148
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,-1.7012497631566,-0.281262662136228,-2.18742917222276,-1.06392109616958,-0.360434269363935
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,2.38833291202934,2.80296433563252,3.0143904652813,2.68603255179862,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,1.39064405751216,0.261283104557293,-2.38453114470011,-5.3567454914069,-2.25525909069297
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czech Republic,CZE,2.29508968687023,1.96661263222273,-0.900306692159859,-0.528170820871225,1.97815404498431
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,1.62513291816535,1.15214252475052,-0.655226089002142,-0.48620958465817,1.08841956497687
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,3.48691748925121,4.46751452602494,4.84237957254818,4.99990725454917,6.00019432397339
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,0.67453625632379,0,-1.25628140703517,0.593723494486852,3.87858347386172
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,8.30215280034724,2.82088449073945,2.62950620797848,4.77774191226588,7.34087836586743
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,3.52529866894027,7.86814091910996,5.641962066712,4.55357553062048,3.67498213973248
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,5.13912608923795,1.81664664517112,2.19387835353777,2.10672461668477,2.22879101389299
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,1.36478366726975,2.21683561040105,1.88095546069935,1.84728673148744,1.95194415299753
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-3.82502188245593,1.9390840675846,5.76049870840316,-6.51292304554302,-0.304094543704878
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,2.19419054483319,8.67979993646826,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,2.46277332627901,7.58312514819815,5.1825781406402,1.56779582149269,2.90653716670559
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,12.5505383420509,11.1782962356071,8.64781163539097,10.5822700402272,10.2791870240632
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,2.95467315574027,-3.05027611244088,1.63499038607291,5.35139305414877,6.94457631346839
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,2.99233750220186,2.57081774452163,-1.42618935959564,-1.12119594233849,-0.404700297243537
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,1.96565737478667,2.07922917455807,0.18269303354748,0.656485763257052,0.179566376852165
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,9.13559174922239,7.09175334078003,5.25107692053524,5.63841404825614,4.31487712607701
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,6.52463260726108,-4.32866886832846,5.86223031143693,4.78090787179501,0.877460550688397
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,6.25302862624761,7.19999906329845,6.18211732809738,3.31993079491082,4.76644243509141
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,4.07993330487069,3.66000015503516,0.405170675144007,0.29784758571904,1.59977039232734
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,7.89974029268168,14.0460026323343,9.29251186911659,7.31252502101229,3.98586562415207
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,-5.4790371077553,-9.13249415322949,-7.30049393532073,-3.19823963560829,0.653982658187189
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,-0.511266937503308,0.764824540744357,-1.1552953072074,2.35230195495448,5.68482121756995
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,2.86948749178579,4.16204914263771,2.96985720433338,3.69758564978211,4.24977352466523
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,1.93621742315426,3.90876144969184,3.94411198887266,2.29999923829236,0.39999860108793
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,4.4320216722531,9.02865559427109,-2.23331753888961,0.328690420027684,2.54028629573099
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,4.37086941707123,5.43712605818867,4.81645891708612,5.22162589023263,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,-5.49779233727389,5.52373775433308,2.88509605084626,4.24793503158185,2.74985018975964
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,3.73114034433009,3.83569066207508,4.12868774866939,2.79155975746801,3.08521496129973
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,6.76761055879329,4.81467572425889,1.70030266269652,3.07217404086433,2.50123909363809
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,0.743197936382074,1.75750167300053,-1.68889510283377,1.88976802221465,3.67222001972591
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,-3.58866839124985,1.98812080951683,1.18293161147011,3.89597047326372,1.82666045354701
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,10.2599629890244,6.63835345019071,5.08141792467411,6.89921723326125,7.28625323936163
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,6.22385418062284,6.1697842077098,6.03005065305615,5.57921116782603,5.02466495739111
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,6.57737435246426,3.74969048564793,-6.60868725474462,-1.91157505671988,4.34334340221696
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,6.40256484471192,7.546471200426,13.9364301737537,6.57216029806411,-2.11826806087713
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,0.398613831710051,2.58808429929213,0.151117553950613,1.43430245298271,5.19936889535026
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMY,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,5.51702293450367,5.03018958373758,2.8799142795976,3.2511814699874,2.5544230527243
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,1.71058185843889,0.586819402557765,-2.81793859650334,-1.74741298505894,-0.443878226180374
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,-1.4889441848233,1.72321110393024,-0.603505605168152,0.547910508746739,0.687750717694243
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,4.65203015430662,-0.452724839090976,1.75368977535797,1.61336690630259,-0.104499999999959
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,2.33683030118534,2.56080879892622,2.65120334919015,2.82921076906983,3.09633027522935
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,7.29999999999997,7.49999999999966,5.00000000000055,6.00000000000011,4.39999999999998
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,8.40227706370248,6.11161346041284,4.55491243845678,5.68723131322106,5.32805778559964
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,-0.500317781810807,2.74000776531092,2.81001354447574,2.97279333984454,3.69999999999999
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,6.49678516888552,3.68170466650844,2.29238242636897,2.89622005439183,3.31014756530605
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,KSV,3.30957483925633,4.61957832778501,2.80845765408473,3.44046470944446,1.2185338565946
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,-2.36706194393773,9.62843608199739,6.62638808077409,1.14903884697843,-1.6220334736164
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,-0.471566847508583,5.95627437653896,-0.0881501927580644,10.9154693795795,3.60303614409068
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,8.52690551718891,8.03865268078816,8.02421103201753,8.47109767235925,7.51527012283708
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,-3.78028071979412,6.21150074352244,4.00523445648385,3.02163108059229,2.35920521753729
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,7.99608627876837,2.00458630330186,2.19999999985303,0.900000000160233,1.99999999998306
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,7.89114416763101,4.04854460984166,4.99362128667759,4.46103107099462,3.63908275174477
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,6.09994469237347,8.19999814597658,7.99445127045679,8.70387501576046,0.701141635823376
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,5.02128973900766,-62.0759195849001,104.486788899352,-13.5523892079315,-24
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,1.63981964913999,6.04491002896621,3.83560458233461,3.54474498348711,3.03246998460926
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,5.67665624841254,2.56568544357441,-0.847072985426607,4.34667953687165,4.06929338108021
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,27.4989642273874,21.2912616344375,9.16584461117198,10.657395425612,-0.35295269023824
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macedonia, FYR",MKD,3.35876011375915,2.33989228390124,-0.456184412092668,2.66563722731851,3.76755805949985
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Madagascar,MDG,0.263110855703317,1.45439216770913,3.02753604385535,2.26349958396163,3.31577903358244
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malawi,MWI,6.53336243655625,4.34749519278211,1.88579951461693,5.19999998781604,5.70000000184363
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malaysia,MYS,7.42597049615476,5.29378465733747,5.47345419229524,4.7134537155485,5.99260934195927
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Maldives,MDV,5.96267336989207,8.7093389296957,2.49648999649,4.69979355010273,6.48058584921731
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mali,MLI,5.81489176031167,2.72358635657149,0.0301253838666184,1.70744507644456,7.19463484986886
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malta,MLT,4.29999999999993,1.39999999999874,1.10000000000066,2.89999999999873,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Marshall Islands,MHL,4.10919703103403,0.152739117886469,2.81423221001526,2.34203237898672,-0.971303396439467
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritania,MRT,4.77369717040534,4.38544119117977,5.96902385313129,5.67556458109793,6.41888881288126
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritius,MUS,4.1002018147277,3.8862940347713,3.2,3.19999999999997,3.59999999999997
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mexico,MEX,5.1991248920523,3.9195839325612,4.03888599848953,1.39489958858312,2.23079466200883
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Micronesia, Fed. Sts.",FSM,2.5305788185082,2.05056715082317,0.564168715472675,-3.56151883490419,-3.40289805723164
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Moldova,MDA,7.09407176187239,6.41435073842888,-0.700000350875399,9.39680640946558,4.60000000000001
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Monaco,MCO,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mongolia,MNG,6.36516168494001,17.2907773522357,12.3198197272906,11.6445804300028,7.82389914352714
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Montenegro,MNE,2.46373239873357,3.22845412196774,-2.72379973472603,3.54898248494879,1.78371009295071
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Morocco,MAR,3.81570702888982,5.24577177699879,3.00993840340394,4.72533508299722,2.41708118165246
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mozambique,MOZ,6.68773184937513,7.11760663190503,7.19818582579212,7.14168329950449,7.22056023362236
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Myanmar,MMR,..,..,..,8.24487453931543,8.49966360170443
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Namibia,NAM,6.03924940987388,5.09133819752299,5.06392417826733,5.68029797247634,6.3722883792646
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nepal,NPL,4.81641465022444,3.42182824087472,4.78119225754814,4.12887767631092,5.38058382071026
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Netherlands,NLD,1.40266217721738,1.6636263443925,-1.05703740393571,-0.495377914664218,1.01112840751658
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Caledonia,NCL,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Zealand,NZL,1.44149749724511,2.21841694753404,2.1777721870273,2.47491804578377,3.00118138652887
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nicaragua,NIC,3.19129878093618,6.23159458776739,5.13179622869583,4.51053703567067,4.70277597158403
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Niger,NER,8.36923979849078,2.31140021999371,11.8136632751199,4.58235529687616,6.90001489410194
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nigeria,NGA,7.83973947709083,4.88738661141304,4.27927731389333,5.39441631089461,6.30971825251392
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Northern Mariana Islands,MNP,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Norway,NOR,0.601934439695455,0.968779709886419,2.74876878288389,0.742155986206512,2.2085956650366
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Oman,OMN,4.80285205653917,-1.09102520889141,7.08065789001687,3.91278312612278,2.89420554420494
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pakistan,PAK,1.60669195949077,2.74840254954,3.50703342009689,4.36724945081146,4.73835494419686
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Palau,PLW,1.78922421190171,8.31767571424338,4.56874766415802,-2.0340815289002,7.95197548357565
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Panama,PAN,5.85187379276681,10.7701948543322,10.2471046592304,8.35229381484891,6.16170491607963
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Papua New Guinea,PNG,7.67433165077584,10.6693289348034,8.0875431440226,5.53741200377387,8.5339018016779
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Paraguay,PRY,13.0930036763176,4.34240708615225,-1.23896850575007,14.0362776736017,4.72233374488667
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Peru,PER,8.45074688025396,6.45221599607953,5.95034634533391,5.77036813187584,2.35025371037918
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Philippines,PHL,7.63226391622599,3.65975513887875,6.68381023689122,7.05527222806217,6.13234304368882
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Poland,POL,3.6988452199048,5.00851176058328,1.56171330939314,1.26471806004203,3.33404885709557
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Portugal,PRT,1.89869059853218,-1.82685235062658,-4.0282567482528,-1.13015523300638,0.905797853815812
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Puerto Rico,PRI,-2.6125302882263,-1.89046303262099,-2.77249907624415,-0.577342696533066,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Qatar,QAT,19.5923315261056,13.3751764144462,4.87957049271841,4.58167359026795,3.97815647270308
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Romania,ROM,-0.798465535931086,1.05629446011896,0.640995191798481,3.53160216384947,2.77734439042125
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Russian Federation,RUS,4.50372562493004,4.26417656571128,3.40554680352253,1.3407976142551,0.640485764962648
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Rwanda,RWA,7.31266927475174,7.8519349411105,8.78835153406136,4.68451242829828,6.96347031963471
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Samoa,WSM,0.47915871283746,5.7367832526992,0.439340841367482,-1.93149898641786,1.19614733672142
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,San Marino,SMR,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sao Tome and Principe,STP,4.48003892178792,4.82858611390931,4.58914504596176,4.18607441621481,4.4785541355668
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Saudi Arabia,SAU,4.76188203501427,9.95893280986544,5.3844659496954,2.66991139463894,3.63869904904455
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Senegal,SEN,4.17936306191693,1.76111804930498,4.36320085315049,3.62223201155685,4.72053961098592
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Serbia,SRB,0.584478087925319,1.40146573586644,-1.01527038761317,2.57173410729068,-1.81278184438366
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Seychelles,SYC,5.94543085598696,7.89470585067909,6.03978786080307,6.6225405548502,3.31579165601077
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sierra Leone,SLE,5.34664456530697,4.53528431491274,15.3096207742848,20.911790160685,4.61010071131615
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Singapore,SGP,15.2403770359415,6.2074487275295,3.41436130051713,4.44321364690241,2.91838947735623
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sint Maarten (Dutch part),SXM,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovak Republic,SVK,5.08186800103481,2.84187300894878,1.52336147371024,1.42793159809354,2.52193358746744
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovenia,SVN,1.23775454352513,0.649363366814313,-2.71830286473521,-1.05775328424423,3.04833099044916
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Solomon Islands,SLB,6.89555683785343,12.9284750337382,4.66061185468452,3.01438684631195,1.50742629128797
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Somalia,SOM,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Africa,ZAF,3.03974708500712,3.21245175505393,2.21982400625758,2.21235443137809,1.54870063532459
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Sudan,SSD,5.49341639529945,-4.64031673600859,-46.0821223743007,13.1297311406943,3.3736482824031
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Spain,ESP,0.013786543593227,-1.0000804875138,-2.62030851235816,-1.67197184815122,1.36077061211743
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sri Lanka,LKA,8.01595940573105,8.4047017059806,9.14457675713196,3.39572187932851,4.45792640619591
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Kitts and Nevis,KNA,-3.2270109248514,1.69511594390934,-1.22569723947107,5.82011175824076,6.89509253505645
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Lucia,LCA,-1.71677242941136,0.701817188217717,-1.05627146005391,0.138580862774958,0.456089138447595
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Martin (French part),MAF,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Vincent and the Grenadines,VCT,-3.36511625932361,-0.423645056761828,1.38049676815788,1.67001014615455,0.597413328617364
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sudan,SDN,3.46933509264973,-1.96772897878996,-2.21470319165208,3.2999998569541,3.10000026189263
