Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
10.30413319,1.330397707,0.688758304,-0.994566388,-1.582839563,1.539909931,0.393586567,0.620880943,-0.382890786,-1.417910894,-1.391610769,-1.485570033,-1.162296258,-0.106606853,-0.301474153,-0.539128175,-1.37835986,0.930968341,-1.111550079,-1.111339017,0.200810845,0.912742879,-0.24454972,-0.652394495,-0.254348197,-0.753334165,-0.803915691,-1.762364052,-1.331468567,-0.552125095,-0.349118601,-0.343548488,0.367560078,-0.91603186,-0.368026865,0.925389736,-0.032368495,0.439858608,-0.860377645,0.268953027,0.624860788,-0.969115484,0.707831134,-0.004141709,0.965172979,0.496014092,-1.454064118,0.344937293,-0.546546484,-0.542999282,-0.887059244,-1.50614289,-0.060376974,0.726258359,1.447685286,1.661938452,-0.523904622,-1.511455231,-1.452913986,1.643126598,-1.36874144,0.253763259,-0.75562564,1.841716317,0.433685308,-0.39995404,1.33727478,0.868886032,-0.913509186,-1.534364785,-0.387232773,0.613018894,0.695530507,0.043715335,1.122674997,-1.338151807,-1.699245307,-1.510464877,0.554345259,0.043401892,-0.755771396,-0.558529646,1.498334414,0.299979404,0.350890407,1.697748381,-0.616518097,1.230176448,1.11083544,-0.794407098,0.303789698,-0.968885809,0.112720633,-0.559833384,-0.309863821,0.704524735,0.349181404,1.552392359,0.136186747,-1.067475635,-0.963958279
13.66048424,1.33727579,-0.535124914,-1.003193633,0.845110903,0.449271683,-1.649248628,-1.125681403,-0.292845817,1.204848457,1.371538739,1.703805814,-0.441962578,-0.398838378,0.507472768,1.672334099,-0.151979801,-0.833526698,1.599545542,1.578442237,0.092111981,0.444211568,0.358248852,0.369537102,1.123090789,-0.423736621,-0.374827452,-0.702226394,0.418061836,0.577080202,-0.256333803,-1.22017404,0.145798977,0.569797829,1.042705439,-1.765759856,0.434563697,-0.672772641,-1.338456622,1.541706167,-0.772051569,-0.011735013,-0.675333256,1.074128777,-0.992178783,-0.009695929,1.470639437,1.181207103,0.756873935,0.451317413,-1.37892593,1.284407961,1.046526621,-1.150936939,0.97590087,-1.582949903,-1.182366981,-0.7081471,0.862851655,-1.039863453,-1.644100471,1.559212268,0.378457634,-0.933592592,-1.555404309,-1.74083409,0.787687014,-0.859184997,0.385942297,-0.178178701,-1.617495536,-0.736746127,0.665570985,-0.358256738,0.875655726,-0.366815704,0.042424089,-1.325136442,1.129184667,0.214097017,-0.612673385,1.226122547,0.594434776,-0.867951928,-1.493778692,0.378465694,-1.31009614,0.305444969,1.582600334,-0.62298261,1.003752593,1.205425752,-1.749792662,0.953622688,-0.576523306,1.180892251,0.904388955,-0.288722508,-1.4434413,0.340893133,-1.477881186
-10.4143401,0.387727314,-0.220765313,0.211397329,-0.909187418,1.024605676,1.427597492,1.028890903,0.082554642,-0.364074776,-0.699941752,1.061118736,-0.268953999,-0.981991574,1.409132506,0.624880383,1.664104939,0.624825059,0.912014321,0.105832257,1.260919555,-0.319994358,1.689309101,-1.533580963,0.824274018,-1.497168414,-0.043777711,1.564463786,1.476447239,1.033965507,0.735023279,0.90359702,-1.660308216,-1.183604447,1.652021446,1.152984705,-0.163235213,-1.638142149,-0.128735756,0.081678231,-0.803090537,1.529610761,1.102787692,1.06744676,-0.84528183,-0.352715097,0.34747733,-1.611983755,0.328011555,-1.443673684,-1.56812061,0.771762702,-0.680510883,-1.763974414,-1.619164031,-1.413419467,0.522663961,1.475875403,-1.242187556,1.010580412,-0.577207711,-0.750338848,1.749313975,-1.71053595,-1.136980905,0.529195292,0.67114597,1.131345043,0.351514213,0.634872023,-0.524232642,0.563029986,-0.509128273,1.332425524,-1.350176642,-0.82609229,-0.634810455,0.984531117,1.26344433,0.099643237,-0.03342822,0.859819828,-1.405689589,0.363653731,-0.665386357,1.256791002,-1.300548444,-0.438109943,-0.541768927,-1.475543708,0.772243104,0.573317553,1.003551365,1.483069077,0.864294696,1.237806683,-1.575676475,-0.94443889,-0.465897055,-0.690405908,-1.083161606
-0.449917651,-1.523446786,-0.468023001,1.227206478,0.883193713,-0.196122257,1.386419488,0.893658947,-0.64804117,-0.07568235,-1.261418237,-0.467383358,-1.42092033,1.254579914,-0.224372334,0.365156247,0.278126749,-0.071681089,-1.586578106,1.397792479,-1.101132812,1.643191291,-1.519038548,0.413908397,0.941082359,0.171817656,-0.00735558,-1.08222355,0.765414852,-1.361811144,1.595049379,0.568216761,0.950437468,1.648868468,-0.453520609,0.32830483,1.507816468,-0.255780113,0.160975075,-0.332483801,-0.317095294,-1.222671654,1.601842446,1.285953914,0.540041635,-0.960879529,-0.736769661,0.343735474,-0.099183343,0.290568896,1.253965202,-0.447650248,-1.175369912,0.508734004,1.712180957,0.193113245,-1.409636726,1.323501195,1.636108751,1.643324625,1.355855262,1.698243217,-1.3410844,-0.343070844,-0.014439177,0.479728904,0.428252554,1.409140902,-0.989513962,-0.863933105,-1.051250488,1.291399894,-0.989559559,0.926886308,1.561008492,0.59067561,-0.784938966,0.5084171,-0.52295773,0.534613985,0.32824916,-0.346784689,0.306499123,1.662340821,0.554491897,-0.101524581,1.003920792,1.062389969,1.653695365,-0.80598486,0.497584966,0.699510508,0.020326354,0.719301287,-1.165247745,-1.67928475,-0.397895182,-0.033685909,-0.237533726,-0.974784056,1.495447975
-19.32608655,0.34951514,-1.72165409,0.657053437,-0.11203474,-0.157538682,0.017383815,0.809772518,1.294734532,0.715155647,0.001078329,-0.676550209,-1.648770674,0.742089895,-0.983744971,1.033770643,0.498455714,-1.635624618,1.605536874,0.161798682,-1.310351834,-1.145639794,-0.918555617,0.175731699,1.189479001,-0.234866099,0.618252498,-0.610980112,0.784109501,-0.978998257,1.241033275,0.637249646,0.673567096,-0.532841084,1.422739516,-1.314886991,0.894008069,0.47793888,1.288434099,-1.454476528,-1.092307794,-0.395811194,-0.083216009,1.674770663,-0.176725004,1.018652226,-1.261742236,-1.445023084,1.525328339,0.736355584,0.610936869,1.730724447,-1.146555844,-1.495242856,1.035619905,-0.737349679,0.756120384,0.703083948,0.628151881,-0.991088351,-1.663442899,1.488028642,-0.264411182,0.361066557,1.019899317,1.162414217,-0.851686905,0.737502908,1.509726719,-1.200934041,0.883805303,1.43863609,1.327304089,-1.42484997,0.248160328,0.220711653,1.144686245,0.695341986,-1.530898983,1.147870635,-0.573237971,-0.256213613,-0.497903114,0.460445932,0.64268815,-1.573530064,0.408601675,1.211137616,1.614551176,0.096445705,-0.653290175,-0.77837545,1.587714826,-1.411549069,-0.77877239,0.301720894,1.184662106,0.418326016,-0.059533569,-0.936470542,-0.059629624
3.217365921,-1.070939671,1.217731316,-0.426252915,0.808098721,1.539056941,-0.094632344,-1.241690612,-0.741545555,0.305269918,-1.240728325,0.206633429,-1.718382177,-1.358386092,-0.454363477,1.417194377,0.315828999,-1.314103109,-0.215639942,-1.617781363,-0.781811835,-0.927307769,0.08172729,0.518424175,-0.865268014,0.076359795,0.41899117,0.11003975,-0.167805057,-0.053372409,1.51256997,-0.547364016,1.560643757,1.563047279,-0.340981902,0.84738175,-0.442545289,-0.392017333,-0.138834933,-1.304521631,-1.221784698,-1.335445511,1.000692925,-0.479517732,-0.656053077,-1.315717825,0.483006958,-1.127932027,1.198592009,0.629130279,0.76156923,-1.575509591,1.677577022,-0.852929802,0.811571063,1.45267954,1.243344339,-0.849424192,1.664065277,-0.626863853,-0.817706885,-0.79329435,-0.806019472,-0.086061634,0.782800771,-0.668888103,-0.820131014,-1.270802273,-1.060861968,-0.58964566,-1.623073337,-1.019501296,-0.801022662,1.139130753,0.616611395,0.332344702,1.176090488,0.044127648,-0.6302197,-1.752019153,-1.160073746,-0.422777086,-1.100830229,0.268515373,0.963263748,0.393424177,-1.079516952,-0.508919801,-0.073520305,-0.475090557,1.035858611,-1.048839542,0.201491598,0.487946066,-0.52941816,1.407837268,1.40330326,-0.09358214,0.041218288,-1.139639843,-0.923386737
-3.349732652,1.009790889,-1.290935174,-0.615767417,-1.482180668,-1.033374842,1.072425363,-0.675816454,0.174204497,0.022079894,0.209860794,-1.291570958,-0.421447338,0.403538091,-0.767730647,0.213303066,-1.564694774,-0.015443214,-1.395496197,0.534112986,-0.705951911,0.519688094,1.24703654,-0.469571375,-1.619371708,-1.538127612,1.211358067,-0.533981829,0.068497138,-0.406516325,-0.789295893,1.019133813,-0.172568352,-1.475911312,1.628458567,-0.890325109,0.84597656,0.082704432,1.656209498,-1.63549452,0.141774125,-0.327161815,1.033425101,-0.747992035,-1.396929627,1.02661319,0.396612568,1.086202951,1.058217707,-1.224717556,-0.576199239,-1.245724193,1.026828961,1.547937266,-1.551405309,-1.214029697,-0.144839311,-0.744932111,1.02676644,0.593768078,-0.272259084,-0.167353552,0.404222708,0.774365579,0.564362812,-1.284666453,0.419365186,-0.117736743,-0.120798643,-0.538640958,1.601950884,0.519173914,-0.415088261,0.820917678,0.454321837,1.275303182,-0.33206362,0.319828087,-0.770779277,0.583596465,0.828463846,-1.11021356,1.619641434,-1.265067985,-0.453819554,0.234145874,-1.585945344,0.825019042,-0.690156134,-1.144233224,-0.342668076,0.9134937,-1.014838956,1.372118543,-1.647414804,-0.876108105,-1.42532352,0.326763708,-0.723539523,1.109015615,1.527762144
-12.84842557,1.123444133,-0.12794203,-0.41911761,-0.515201404,0.405892897,1.640304864,-1.270995043,-0.817995879,-0.101265941,-0.247157657,1.730601554,0.976780798,-1.081529108,-1.165826846,1.158721575,0.477701135,-1.464711765,-0.712874538,0.293474693,0.164006084,1.391644783,-1.093813449,0.887459964,-0.091139312,-0.513727163,0.61424912,0.257259655,1.709829688,-0.437757012,-0.660298303,-1.502306981,-1.175608951,-0.559614815,-0.589717795,-0.463388594,-0.880259458,-1.177638753,1.276798492,1.711666284,-1.115758964,-0.495181289,-0.773985578,-0.689629216,-0.173544939,-1.468312559,-1.078962946,0.867953536,1.741459705,1.101353288,1.26919738,-0.319701295,0.922484724,-0.923056272,-0.801271377,0.911635762,0.385936996,1.559423523,-1.700862109,-1.396555372,-0.816249132,-0.885998254,0.049469892,0.278051597,-0.982769371,-0.48650573,0.330606351,0.176167863,-1.439171265,-0.133958707,-0.55270661,-0.903647805,1.590390466,-0.99573023,-0.792993876,-0.964787223,-0.586343929,1.633622549,0.330034487,0.915791464,-0.971354366,-0.603949229,-1.196585695,-1.297255029,-0.044471282,0.800701321,-0.592146424,-0.096051312,0.218311516,-1.59206246,1.217832233,-1.625978101,0.323620586,-0.961660613,-0.874987876,-0.455887448,0.389783355,0.425992706,-0.239769635,0.068693035,-0.002893359
-8.273592772,-0.990473554,-1.73291184,1.570505666,1.09834464,-1.559564195,-1.365701594,-0.865533048,-1.621558231,0.464223665,0.064815643,-1.17922504,0.818610682,-1.651886007,-0.380283256,-1.309386378,0.805973494,0.58622116,0.10743715,-1.47642355,-0.584556889,1.11398078,1.457394776,1.385377318,-1.2938185,1.679717811,0.234583831,1.340772787,-0.089614988,1.014832582,1.068130182,1.14387465,0.728441252,0.104566416,0.359237103,0.2625603,0.342119442,-0.987204215,-0.039269559,1.570345406,1.013910902,1.311198879,-1.300553667,-1.505400461,-1.41427114,1.415069422,-1.594789507,-1.259477968,-1.786178457,-0.04987996,0.752583344,0.371251269,0.492284489,1.573455994,-0.145774678,-1.295741227,0.661870103,-0.969523163,0.386817198,-0.439623767,-0.271439023,1.2125771,-0.044151441,-1.267246978,-1.219995264,0.50668658,-0.2318589,0.142598117,0.484219406,1.706713505,-1.512901914,1.632041988,1.100099723,-0.607469207,1.243150791,0.631606786,1.296028759,-1.568861762,-0.819451631,-0.921433094,-0.631177573,1.406957654,-0.729328678,-1.292846824,-1.711179085,-0.792212087,0.501275405,-1.200820984,0.54363534,-0.09563062,0.110614419,-0.891700106,1.496779067,0.744002838,1.679678445,-1.570255175,0.507522389,0.142136417,-1.524194372,1.393224961,-1.331424556
18.71509859,1.179115122,1.582671033,1.525146569,-1.005012042,-0.780295417,-0.209462661,1.411231201,0.120318349,1.488662794,0.78412779,-0.639991075,-1.103216144,-1.633263431,0.309302754,1.204965907,0.713465008,-1.395877556,-0.389629497,0.1161685,1.63577981,-1.360030216,0.383252399,0.82285619,-0.196475796,1.496987738,-1.111231661,0.040200193,-1.577238397,-0.48354503,0.58283566,-0.966051584,-0.743625249,0.401465344,-0.221013292,0.037221798,-0.846209854,0.372911517,1.560006619,1.502443502,-1.187275964,-0.259873639,1.232374344,-0.74093829,0.431353123,-0.400350437,-0.444209166,0.690962574,-1.248343845,-1.626357633,-0.415356553,1.691324708,-1.513693724,0.240865169,0.87518163,0.730654919,-1.367318933,0.723553365,0.492082525,0.910667374,-1.312279802,1.03551438,1.189858453,-1.513152874,-0.416493766,-0.922535102,-1.102756928,-0.773588967,-1.532465809,-1.356335363,-0.618669664,-1.039747977,0.269965053,-1.625456928,1.008634894,0.381727007,0.855607397,-0.791803981,-1.023594322,0.91910737,-0.918406078,-0.918705386,1.339833414,1.37433584,0.809008581,-1.27027919,0.516033629,0.209104229,-0.093229216,0.95149153,-0.272430088,-0.875923505,-1.181528244,-1.626534714,-1.0582654,0.862653466,0.32968862,0.405912406,-0.221925918,-0.831979806,1.504140267
